pairID,predicted_label
3425071001.jpg#3r1c,0
3425071001.jpg#3r1n,1
3425071001.jpg#3r1e,2
3551170666.jpg#3r1n,1
3551170666.jpg#3r1e,1
3551170666.jpg#3r1c,0
4525101035.jpg#0r1c,1
4525101035.jpg#0r1n,1
4525101035.jpg#0r1e,2
4525101035.jpg#3r1n,1
4525101035.jpg#3r1c,0
4525101035.jpg#3r1e,2
4525101035.jpg#4r1n,1
4525101035.jpg#4r1e,2
4525101035.jpg#4r1c,0
2529226054.jpg#2r1n,2
2529226054.jpg#2r1e,2
2529226054.jpg#2r1c,0
2743046728.jpg#3r1e,2
2743046728.jpg#3r1c,0
2743046728.jpg#3r1n,2
4923272200.jpg#0r1e,2
4923272200.jpg#0r1n,1
4923272200.jpg#0r1c,0
3192645199.jpg#0r1e,2
3192645199.jpg#0r1c,1
3192645199.jpg#0r1n,1
2344969116.jpg#0r1c,0
2344969116.jpg#0r1n,1
2344969116.jpg#0r1e,2
3411022255.jpg#1r1c,0
3411022255.jpg#1r1e,2
3411022255.jpg#1r1n,1
2230885062.jpg#2r1e,2
2230885062.jpg#2r1n,1
2230885062.jpg#2r1c,0
1970275389.jpg#0r1n,1
1970275389.jpg#0r1c,0
1970275389.jpg#0r1e,2
4705275413.jpg#0r1e,2
4705275413.jpg#0r1n,1
4705275413.jpg#0r1c,0
4731413904.jpg#1r1e,2
4731413904.jpg#1r1n,1
4731413904.jpg#1r1c,1
4906946.jpg#1r1e,1
4906946.jpg#1r1n,1
4906946.jpg#1r1c,0
5716554915.jpg#0r1n,1
5716554915.jpg#0r1e,2
5716554915.jpg#0r1c,0
2412152032.jpg#1r1n,1
2412152032.jpg#1r1c,0
2412152032.jpg#1r1e,2
3324056835.jpg#0r1n,1
3324056835.jpg#0r1c,0
3324056835.jpg#0r1e,2
4477683613.jpg#1r1c,0
4477683613.jpg#1r1e,2
4477683613.jpg#1r1n,1
3693415584.jpg#2r1n,1
3693415584.jpg#2r1c,0
3693415584.jpg#2r1e,2
739944487.jpg#1r1c,0
739944487.jpg#1r1e,2
739944487.jpg#1r1n,1
3746285587.jpg#2r1n,1
3746285587.jpg#2r1e,2
3746285587.jpg#2r1c,0
3289817083.jpg#2r1c,1
3289817083.jpg#2r1e,2
3289817083.jpg#2r1n,1
4621091937.jpg#3r1e,2
4621091937.jpg#3r1c,0
4621091937.jpg#3r1n,1
3008370541.jpg#3r1e,2
3008370541.jpg#3r1n,1
3008370541.jpg#3r1c,0
3696184025.jpg#1r1e,2
3696184025.jpg#1r1n,2
3696184025.jpg#1r1c,0
2330536645.jpg#2r2n,1
2330536645.jpg#2r2e,2
2330536645.jpg#2r2c,0
2330536645.jpg#1r1c,0
2330536645.jpg#1r1e,2
2330536645.jpg#1r1n,1
209605542.jpg#0r1c,1
209605542.jpg#0r1e,2
209605542.jpg#0r1n,1
209605542.jpg#1r1e,2
209605542.jpg#1r1n,1
209605542.jpg#1r1c,0
3638783842.jpg#2r1e,2
3638783842.jpg#2r1n,1
3638783842.jpg#2r1c,0
4337751447.jpg#2r1e,2
4337751447.jpg#2r1n,1
4337751447.jpg#2r1c,0
8227381437.jpg#4r1e,2
8227381437.jpg#4r1c,0
8227381437.jpg#4r1n,1
3720932219.jpg#0r1n,2
3720932219.jpg#0r1e,2
3720932219.jpg#0r1c,0
3720932219.jpg#1r1e,2
3720932219.jpg#1r1n,1
3720932219.jpg#1r1c,0
2453990033.jpg#4r1n,1
2453990033.jpg#4r1c,0
2453990033.jpg#4r1e,2
3228341718.jpg#2r1e,2
3228341718.jpg#2r1c,0
3228341718.jpg#2r1n,1
42397423.jpg#2r1c,0
42397423.jpg#2r1e,2
42397423.jpg#2r1n,1
42397423.jpg#0r1c,0
42397423.jpg#0r1n,1
42397423.jpg#0r1e,2
4626556918.jpg#2r1e,1
4626556918.jpg#2r1c,0
4626556918.jpg#2r1n,1
7995263133.jpg#0r1c,0
7995263133.jpg#0r1n,1
7995263133.jpg#0r1e,2
759822302.jpg#2r1c,0
759822302.jpg#2r1e,1
759822302.jpg#2r1n,1
378336163.jpg#1r1e,2
378336163.jpg#1r1c,0
378336163.jpg#1r1n,1
2832453252.jpg#1r1n,1
2832453252.jpg#1r1e,2
2832453252.jpg#1r1c,0
2832453252.jpg#2r1e,2
2832453252.jpg#2r1c,0
2832453252.jpg#2r1n,1
4696008531.jpg#2r1c,0
4696008531.jpg#2r1e,2
4696008531.jpg#2r1n,1
3240570205.jpg#0r1n,1
3240570205.jpg#0r1c,0
3240570205.jpg#0r1e,2
2747436384.jpg#3r1n,1
2747436384.jpg#3r1e,2
2747436384.jpg#3r1c,0
2747436384.jpg#1r1e,2
2747436384.jpg#1r1c,0
2747436384.jpg#1r1n,2
6073765731.jpg#3r1n,1
6073765731.jpg#3r1e,2
6073765731.jpg#2r1c,0
6073765731.jpg#2r1e,2
6073765731.jpg#2r1n,1
4647462263.jpg#0r1n,1
4647462263.jpg#0r1c,0
4647462263.jpg#0r1e,2
6309331514.jpg#0r1e,1
6309331514.jpg#0r1c,0
6309331514.jpg#0r1n,0
3344526059.jpg#4r1n,2
3344526059.jpg#4r1c,0
3344526059.jpg#4r1e,2
6191516871.jpg#0r1e,2
6191516871.jpg#0r1c,0
6191516871.jpg#0r1n,2
2578003921.jpg#4r1n,1
2578003921.jpg#4r1c,0
2578003921.jpg#4r1e,1
2096686198.jpg#0r1n,1
2096686198.jpg#0r1e,2
2096686198.jpg#0r1c,0
3439087390.jpg#2r1n,1
3439087390.jpg#2r1e,1
3439087390.jpg#2r1c,0
3128856481.jpg#3r1n,1
3128856481.jpg#3r1e,2
3128856481.jpg#3r1c,0
4526977553.jpg#2r1c,0
4526977553.jpg#2r1e,2
4526977553.jpg#2r1n,1
2721954475.jpg#0r1n,1
2721954475.jpg#0r1c,0
2721954475.jpg#0r1e,2
3065082909.jpg#0r1n,1
3065082909.jpg#0r1e,2
3065082909.jpg#0r1c,0
2913965136.jpg#2r1e,2
2913965136.jpg#2r1n,1
2913965136.jpg#2r1c,0
4868221344.jpg#4r1e,2
4868221344.jpg#4r1c,0
4868221344.jpg#4r1n,1
4485090958.jpg#0r1n,1
4485090958.jpg#0r1c,0
4485090958.jpg#0r1e,2
4485090958.jpg#2r1c,0
4485090958.jpg#2r1e,2
4485090958.jpg#2r1n,1
4326517877.jpg#4r1c,0
4326517877.jpg#4r1n,1
4326517877.jpg#4r1e,2
3881645432.jpg#0r1n,1
3881645432.jpg#0r1e,2
3881645432.jpg#0r1c,0
5221111799.jpg#1r1n,1
5221111799.jpg#1r1e,2
5221111799.jpg#1r1c,0
6218407324.jpg#1r1e,0
6218407324.jpg#1r1c,0
6218407324.jpg#1r1n,1
2407214681.jpg#2r1e,1
2407214681.jpg#2r1n,1
2407214681.jpg#2r1c,0
2407214681.jpg#1r1n,1
2407214681.jpg#1r1e,2
2407214681.jpg#1r1c,0
2581066814.jpg#4r1e,2
2581066814.jpg#4r1c,0
2581066814.jpg#4r1n,1
4958466857.jpg#0r1e,2
4958466857.jpg#0r1c,0
4958466857.jpg#0r1n,0
4958466857.jpg#1r1n,1
4958466857.jpg#1r1e,2
4958466857.jpg#2r1e,2
4958466857.jpg#2r1c,0
4958466857.jpg#2r1n,1
93447586.jpg#4r1n,1
93447586.jpg#4r1c,0
93447586.jpg#4r1e,2
3262801036.jpg#1r1e,2
3262801036.jpg#1r1n,2
3262801036.jpg#1r1c,0
3056595980.jpg#2r1n,1
3056595980.jpg#2r1c,0
3056595980.jpg#2r1e,2
3678098428.jpg#3r1n,1
3678098428.jpg#3r1c,1
3678098428.jpg#3r1e,2
3610460852.jpg#0r1e,2
3610460852.jpg#0r1n,1
3610460852.jpg#0r1c,0
3329289652.jpg#3r1e,2
3329289652.jpg#3r1n,1
3329289652.jpg#3r1c,0
4815043888.jpg#3r1n,1
4815043888.jpg#3r1c,0
4815043888.jpg#3r1e,1
5199580790.jpg#2r1n,1
5199580790.jpg#2r1e,2
5199580790.jpg#2r1c,0
539493423.jpg#4r1c,0
539493423.jpg#4r1e,2
539493423.jpg#4r1n,1
3610836768.jpg#4r1n,1
3610836768.jpg#4r1c,0
3610836768.jpg#4r1e,2
4716175317.jpg#0r1n,1
4716175317.jpg#0r1c,0
4716175317.jpg#0r1e,2
2503091968.jpg#0r1n,1
2503091968.jpg#0r1e,2
2503091968.jpg#0r1c,0
481355454.jpg#1r1c,0
481355454.jpg#1r1e,2
481355454.jpg#1r1n,0
2142631327.jpg#0r1n,1
2142631327.jpg#0r1c,0
2142631327.jpg#0r1e,2
4479482872.jpg#0r1n,2
4479482872.jpg#0r1e,2
4479482872.jpg#0r1c,0
209088143.jpg#3r1c,0
209088143.jpg#3r1e,2
209088143.jpg#3r1n,1
2652311904.jpg#1r1e,2
2652311904.jpg#1r1c,0
2652311904.jpg#1r1n,1
6757018587.jpg#0r1n,1
6757018587.jpg#0r1c,0
6757018587.jpg#0r1e,2
6651302933.jpg#3r1e,2
6651302933.jpg#3r1n,1
6651302933.jpg#3r1c,0
7024547367.jpg#3r1e,1
7024547367.jpg#3r1n,2
7024547367.jpg#3r1c,0
4589050600.jpg#3r1n,1
4589050600.jpg#3r1e,2
4589050600.jpg#3r1c,0
7981322255.jpg#2r1n,2
7981322255.jpg#2r1e,2
7981322255.jpg#2r1c,0
295344517.jpg#4r1n,2
295344517.jpg#4r1c,0
295344517.jpg#4r1e,2
7206615914.jpg#2r1e,2
7206615914.jpg#2r1c,0
4692456296.jpg#2r1n,1
4692456296.jpg#2r1c,0
4692456296.jpg#2r1e,2
3720210639.jpg#4r1n,1
3720210639.jpg#4r1c,0
3720210639.jpg#4r1e,2
3462454965.jpg#4r1e,2
3462454965.jpg#4r1c,0
3462454965.jpg#4r1n,1
435966316.jpg#1r1e,2
435966316.jpg#1r1n,1
435966316.jpg#1r1c,0
3344175369.jpg#0r1n,1
3344175369.jpg#0r1e,2
3344175369.jpg#0r1c,0
4643839937.jpg#3r1n,1
4643839937.jpg#3r1c,0
4643839937.jpg#3r1e,2
6320815265.jpg#0r1n,1
6320815265.jpg#0r1e,2
6320815265.jpg#0r1c,0
3455431229.jpg#4r1e,2
3455431229.jpg#4r1n,1
2373018323.jpg#1r1e,2
2373018323.jpg#1r1n,2
2373018323.jpg#1r1c,0
1814086703.jpg#3r1e,2
1814086703.jpg#3r1c,0
1814086703.jpg#3r1n,1
4814763982.jpg#3r1e,2
4814763982.jpg#3r1c,0
4814763982.jpg#3r1n,1
611301340.jpg#1r1e,2
611301340.jpg#1r1c,0
611301340.jpg#1r1n,1
3414867566.jpg#4r1e,2
3414867566.jpg#4r1c,0
3414867566.jpg#4r1n,1
2311616095.jpg#1r1n,1
2311616095.jpg#1r1e,2
2311616095.jpg#1r1c,0
2954291559.jpg#2r1e,2
2954291559.jpg#2r1c,0
2954291559.jpg#2r1n,2
4704668708.jpg#0r1e,2
4704668708.jpg#0r1c,0
4704668708.jpg#0r1n,1
2249141510.jpg#2r1n,1
2249141510.jpg#2r1e,2
2249141510.jpg#2r1c,0
3549277110.jpg#3r1n,1
3549277110.jpg#3r1c,0
3549277110.jpg#3r1e,2
5226870137.jpg#0r1c,0
5226870137.jpg#0r1e,2
5226870137.jpg#0r1n,1
74706256.jpg#0r1e,2
74706256.jpg#0r1n,1
74706256.jpg#0r1c,0
2149434880.jpg#0r1c,0
2149434880.jpg#0r1n,1
2149434880.jpg#0r1e,1
3446484702.jpg#0r1n,1
3446484702.jpg#0r1e,2
524105255.jpg#2r1n,1
524105255.jpg#2r1e,2
524105255.jpg#2r1c,0
4591228112.jpg#3r1c,0
4591228112.jpg#3r1n,1
4591228112.jpg#3r1e,2
6966309732.jpg#1r1e,2
6966309732.jpg#1r1n,1
6966309732.jpg#1r1c,0
2638054798.jpg#1r1c,0
2638054798.jpg#1r1e,1
2638054798.jpg#1r1n,0
2015953389.jpg#4r1n,0
2015953389.jpg#4r1c,0
2015953389.jpg#4r1e,2
213344147.jpg#4r1n,1
213344147.jpg#4r1c,0
213344147.jpg#4r1e,2
5840087663.jpg#1r1n,2
5840087663.jpg#1r1c,0
5840087663.jpg#1r1e,2
4713156011.jpg#2r1e,2
4713156011.jpg#2r1c,0
4713156011.jpg#2r1n,1
6878167613.jpg#2r1n,2
6878167613.jpg#2r1e,1
6878167613.jpg#2r1c,0
1420060118.jpg#3r1c,0
1420060118.jpg#3r1e,2
1420060118.jpg#3r1n,1
4774744625.jpg#3r1n,1
4774744625.jpg#3r1c,0
4774744625.jpg#3r1e,2
4951049912.jpg#4r1e,2
4951049912.jpg#4r1n,2
4951049912.jpg#4r1c,0
145282619.jpg#4r1c,0
145282619.jpg#4r1n,1
145282619.jpg#4r1e,2
145282619.jpg#1r1e,2
145282619.jpg#1r1n,1
145282619.jpg#1r1c,0
2679565682.jpg#0r1e,2
2679565682.jpg#0r1c,0
2679565682.jpg#0r1n,1
3214333978.jpg#3r1e,1
3214333978.jpg#3r1n,2
3214333978.jpg#3r1c,0
3977104006.jpg#1r1n,1
3977104006.jpg#1r1c,0
3977104006.jpg#1r1e,2
7236594962.jpg#1r1c,0
7236594962.jpg#1r1e,1
7236594962.jpg#1r1n,1
241347547.jpg#1r1c,0
241347547.jpg#1r1n,1
241347547.jpg#1r1e,2
311907717.jpg#0r1e,0
311907717.jpg#0r1n,0
311907717.jpg#0r1c,1
3357520849.jpg#0r1n,1
3357520849.jpg#0r1c,0
3357520849.jpg#0r1e,2
282741726.jpg#1r1e,2
282741726.jpg#1r1c,2
282741726.jpg#1r1n,1
2098777590.jpg#1r1n,1
2098777590.jpg#1r1c,0
2098777590.jpg#1r1e,2
2866093652.jpg#1r1n,1
2866093652.jpg#1r1e,2
2866093652.jpg#1r1c,0
4661134609.jpg#0r1c,0
4661134609.jpg#0r1n,1
4661134609.jpg#0r1e,0
3493244032.jpg#1r1n,1
3493244032.jpg#1r1c,0
3493244032.jpg#1r1e,2
3815355917.jpg#4r1e,2
3815355917.jpg#4r1n,1
3815355917.jpg#4r1c,1
2512450458.jpg#1r1e,2
2512450458.jpg#1r1n,1
3579457159.jpg#3r1c,0
3579457159.jpg#3r1n,1
3579457159.jpg#3r1e,2
142802798.jpg#1r1n,1
142802798.jpg#1r1e,2
142802798.jpg#1r1c,0
2863186021.jpg#0r1n,2
2863186021.jpg#0r1c,0
2863186021.jpg#0r1e,2
2353088412.jpg#4r1c,0
2353088412.jpg#4r1n,1
2353088412.jpg#4r1e,2
3897974076.jpg#0r1n,2
3897974076.jpg#0r1e,2
2713036593.jpg#3r1c,0
2713036593.jpg#3r1e,2
2713036593.jpg#3r1n,1
4967328828.jpg#1r1c,0
4967328828.jpg#1r1n,1
4967328828.jpg#1r1e,2
3474406285.jpg#3r1n,1
3474406285.jpg#3r1c,0
3474406285.jpg#3r1e,2
